locality_id,longitude,latitude
L3929953,-114.6173505,50.6498159
L486981,-114.97945,51.3729
L368471,-115.27,55.27
L2892181,-112.7848291,54.0990668
L3480111,-114.094018,51.0488852
L2598337,-114.0760647,50.6011118
L3040871,-111.9149874,50.5674907
L4411544,-113.0669117,53.041213
L3866118,-114.8487139,50.8429257
L4045868,-114.7941598,50.858334
L8935416,-113.860778,53.591997
L3953208,-112.6314046,49.4814506
L6976696,-113.4041405,53.4684476
L4731733,-110.6972498,49.0578107
L2565746,-113.474468,51.2835279
L3834066,-116.1329107,58.4350962
L4512861,-114.6815425,50.6675795
L4412230,-110.9952056,49.9817369
L3546596,-113.6755854,53.494301
L3576814,-113.2183814,53.5191348
L3805346,-114.4760518,50.7137094
L4071800,-114.7532292,51.0407505
L1462788,-113.8663372,49.0683728
L631597,-110.0088889,49.6494444
L2976639,-112.8279419,53.4515404
L3691228,-113.7121296,53.3506367
L3801671,-114.8401684,50.5224824
L3526889,-110.8632517,53.3958052
L3982102,-114.0059097,53.4566868
L4326227,-114.1235722,51.162504
L3608349,-111.4953947,49.8552368
L3974101,-114.8510227,51.9958193
L3835278,-114.4094324,49.3127294
L3854694,-116.1917549,52.4491073
L3450130,-113.2714962,53.6868179
L3763578,-114.7215074,50.610233
L3628275,-112.0905554,54.8682356
L3295396,-112.8629994,49.6765985
L3682052,-113.6747861,49.3236955
L4958812,-114.73942,52.0945044
L3823108,-113.554666,50.7579343
L3530403,-111.464679,52.253641
L3884091,-115.294841,50.8043609
L3801659,-114.8765123,51.0369414
L4234101,-114.7868299,55.470535
L3620974,-113.8894311,49.0747934
L522778,-118.5301208,55.627996
L3794449,-113.740897,51.9052969
L4766543,-113.6667287,53.799675
L3862581,-117.0926285,52.3488156
L6330000,-114.2994833,50.824644
L4234092,-114.8043716,55.4121953
L3657229,-111.9354444,52.9438234
L3829011,-113.82794,55.94442
L3860509,-115.165987,50.6457052
L4984362,-114.68285,49.6274423
L2574062,-113.7716031,51.0636768
L4234056,-110.3511429,54.532189
L4954998,-114.6440744,49.6305106
L4012671,-113.2440019,53.4832959
L1455828,-113.8757601,49.1077066
L4069562,-113.86058,50.5711329
L5934556,-113.5760272,53.8674151
L3893077,-115.0134659,51.0561245
L3665561,-111.4556766,56.7484404
L4858557,-113.649745,54.2362901
L4276056,-113.4742427,53.5208954
L4831792,-113.3293819,50.9255987
L4466007,-114.0374865,51.933252
L3884040,-114.7725981,50.5209579
L606198,-113.346424,54.612914
L549529,-119.0478516,53.9047427
L3261718,-114.4051005,49.6004442
L4805688,-113.567161,53.616975
L3664780,-111.2653899,58.8481998
L3993742,-111.69066,50.57498
L3918574,-113.4450645,53.5594592
L4102683,-113.5590434,53.5381013
L3656850,-111.90833,50.40402
L2474061,-111.8971467,50.4003117
L4587325,-113.5867023,53.7637313
L4618173,-112.6979792,52.3165463
L2465351,-114.734311,50.6049221
L3334152,-114.3260761,50.8850403
L4740026,-115.1126084,51.0775746
L4090432,-115.676516,54.1252332
L5130990,-114.8556157,50.793767
L4796779,-114.7528433,50.8663398
L2512264,-112.3025894,50.155126
L4815973,-115.1232997,50.6639294
L5213691,-112.8632046,49.6590774
L3960543,-113.3279111,50.9159528
L4832268,-115.0156068,51.1025269
L4798811,-114.7936736,50.8624904
L4226433,-113.6305296,53.4826319
L4279929,-110.4807901,54.3314901
L8158224,-115.5488824,51.1520843
L4029854,-114.8063457,50.8185897
L1476198,-118.0836237,53.0436254
L3651023,-111.2781318,54.1513517
L4464026,-113.1465411,53.1161297
L4985175,-113.7905303,52.2951312
L4912580,-115.6393862,55.3196467
L4766482,-113.5235953,53.7462173
L4699715,-113.7472565,53.3710395
L4466595,-111.9053107,50.7310736
L2864646,-111.732502,50.4758791
L4715388,-112.9523847,51.2094521
L4965298,-111.2863541,53.9838152
L4466026,-112.8593302,52.4762459
L4458743,-113.107354,49.8044109
L4508599,-111.8451226,50.3709369
L4685040,-111.9936419,59.7914586
L4582481,-112.862404,49.6935634
L4674600,-115.5051899,51.271152
L4617662,-113.8522947,49.321136
L4188939,-111.1648956,58.4095795
L9147394,-113.8157196,50.9836106
L4947060,-113.5932899,53.4985992
L4125553,-113.0732739,53.7153902
L4413347,-112.8548824,49.6854357
L2565664,-113.1612396,52.0618844
L4434743,-113.3987975,51.0563942
L4811073,-112.044754,58.8473037
L2565332,-111.4920902,50.3958253
L4651484,-114.3404031,50.7010727
L4748429,-112.2774625,50.6660427
L6334993,-113.7118478,49.5647993
L7314975,-114.0695268,51.0175749
L4458745,-112.526342,49.5043774
L4465862,-113.9712047,51.1044786
L4536434,-114.1237825,53.7118726
L2528036,-115.3300953,50.9267348
L3982166,-114.898215,55.48063
L4487234,-111.3794495,49.8705134
L2577311,-113.5524344,51.69029
L601250,-112.02019,52.62563
L4376777,-113.5383797,53.501551
L4579631,-113.468492,53.6385827
L468599,-118.8649668,55.141521
L4908923,-113.4786469,53.6176948
L4141874,-114.0116883,50.942957
L2614485,-114.6931632,50.9478325
L2196332,-119.083333,58.75
L2519489,-110.015502,52.6635782
L4989173,-114.1785436,51.1531949
L4573423,-113.3485194,50.7160621
L4155593,-111.8857701,50.5772158
L4382893,-111.897769,50.365996
L8106300,-113.8690255,53.559231
L4855493,-117.9888645,52.7642194
L4434746,-113.3886863,51.0451478
L4949431,-110.0412083,53.2598394
L2439716,-115.1969984,50.8644064
L4346108,-112.8348309,50.3512147
L5428346,-112.9989016,53.5325921
L4870220,-113.9165497,53.5491814
L4466534,-111.6423368,50.2252452
L632066,-119.0904236,53.8810714
L5371317,-113.4334892,53.5725242
L4385350,-116.0241437,51.2491571
L4906983,-113.4862804,53.6319414
L9642399,-115.3650163,51.0873406
L4442241,-112.2052789,51.8477621
L4591734,-112.8687876,49.6904836
L4919154,-117.6311874,52.7321492
L4660635,-110.5435753,52.1408633
L4188982,-111.1810184,58.4555693
L6420994,-114.1529414,54.4172807
L4550728,-113.925802,50.9205054
L4649962,-114.3056202,49.8687509
L4920683,-111.89955,54.7604914
L8931855,-114.0656752,51.0344121
L4634825,-117.8289914,53.2272842
L4458736,-112.622766,49.7239365
L4465922,-112.463755,50.7886606
L467346,-118.7946081,55.1359357
L4465733,-111.9065237,51.6457617
L4891434,-113.8355826,51.2105223
L4993461,-111.9647491,59.8145711
L4267124,-114.0949246,51.7914854
L4791983,-111.5497684,56.9808179
L4376814,-110.6055021,54.3107152
L4463732,-112.8944349,53.1106173
L4442166,-112.6273727,51.8349289
L4601122,-119.9859703,55.0544116
L4937237,-114.2988708,49.3703193
L4814110,-114.5342195,50.4015256
L4145459,-111.1188038,53.9914378
L5124731,-111.9309664,50.492133
L4376781,-110.9671766,53.6548888
L4465997,-114.6393131,51.7970593
L4921518,-111.0175323,55.6235619
L6474100,-112.72649440000001,50.1771878
L4865832,-110.0136539,50.9547629
L4832301,-113.9756012,52.5145494
L5084948,-115.0135608,51.0328025
L4873815,-115.4183544,51.0615878
L5282060,-113.6934435,53.520653
L4465987,-114.0969557,51.5620184
L5113298,-114.748296,50.8798202
L4275092,-115.31147,55.882629
L4589092,-112.1091485,50.6649002
L4996566,-114.6692741,50.8879393
L6095008,-113.2443237,53.0174853
L4487240,-110.9068999,49.8766759
L4508938,-116.7680812,53.5589909
L4458751,-112.8685912,49.4173154
L4591741,-112.8599417,49.6861975
L4466014,-113.8727418,52.1354135
L5863692,-116.0711518,52.4754609
L630537,-118.9661407,55.2047369
L6364560,-113.4359515,53.4971922
L5982682,-114.9984176,52.414472
L6302033,-113.7170253,52.2724065
L4382180,-114.6805152,50.9538311
L5222870,-114.0145549,53.6287126
L5874385,-117.2021753,56.2096219
L6121528,-113.3980358,53.498258
L632108,-118.9990997,55.3681858
L6228009,-113.4546909,53.5521387
L5871314,-116.8117905,54.4583145
L6291172,-113.4780085,53.5389812
L6430239,-113.0988407,53.5669239
L5069909,-113.1525434,52.4031365
L2435412,-112.0183289,50.4738398
L6248661,-112.9733562,53.529799
L4487203,-111.6038418,50.3603017
L6353567,-115.5846949,52.9717021
L5832135,-112.9900718,53.4761705
L6167434,-112.5154549,53.3814405
L5751152,-114.0982962,53.8314396
L5105127,-114.6663178,51.2373875
L6193368,-110.2572334,54.3724586
L6132807,-118.3897448,56.0851965
L5954778,-113.9994755,49.1206551
L5950242,-115.3817868,51.0864208
L5526126,-115.1662649,51.0510685
L5897729,-111.9254816,59.8438818
L6008003,-114.3414004,49.4083051
L6174745,-112.3750412,50.9737512
L4955092,-112.4028182,53.3057751
L6281159,-113.1491804,53.4749445
L6086894,-112.8227663,53.6788024
L5658074,-113.7242274,53.4023966
L4553929,-111.927567,52.5132909
L6474073,-112.8512567,50.2375576
L4958808,-114.7456371,52.7548187
L6323198,-114.1644384,51.1434054
L2565752,-113.6359799,51.2131611
L4487220,-112.1077819,50.0692514
L6566853,-115.1993876,50.7050771
L5907872,-111.566396,49.2051186
L5916840,-112.8654392,49.6736562
L5918271,-113.8623905,53.650542
L6474087,-112.7360505,50.1912176
L6447786,-113.4878522,53.528077
L4731553,-113.5102976,50.5166193
L5970993,-114.2397628,51.9447067
L6226249,-113.3717823,53.5629478
L632074,-119.0113735,54.0614533
L8748338,-113.5062495,53.4292994
L637206,-118.1842232,55.1385605
L5972795,-112.927866,53.8018547
L6528765,-114.111671,51.0811365
L6636248,-119.114204,53.888527
L5928753,-113.9519548,53.3159544
L521079,-119.0990067,55.3467178
L4924057,-113.7743965,52.2746443
L5526128,-115.1583443,51.0545805
L711483,-119.0353203,55.5193021
L6257571,-112.3214547,51.2805697
L4419184,-110.6191707,54.157333
L6146468,-111.9809604,51.6501347
L7701900,-110.3154706,49.6629766
L6081147,-115.9288931,51.2736686
L5634131,-113.4589863,53.6177419
L6003590,-118.7601686,55.1717543
L6540220,-119.1852558,53.8492328
L6064101,-116.4432442,53.5826972
L5754551,-112.7629852,52.8759682
L4612500,-113.1883702,49.1781652
L4460796,-113.6436467,50.1648681
L5902583,-113.9137387,49.0600182
L4465991,-114.1374128,51.6608434
L7256765,-115.2021003,51.0656052
L5785728,-113.55075,53.6100382
L5487703,-110.1982784,54.4757483
L6003447,-116.8095589,54.3958508
L632092,-119.1223526,55.3791104
L366849,-114.5556483,50.7541732
L6004761,-114.5952451,53.1878015
L2565189,-112.0790488,50.2451638
L7148403,-118.8127828,55.1768092
L5619399,-119.3326378,55.3371022
L6688348,-114.1200049,51.040707
L5746619,-112.0514917,53.9044393
L5652382,-113.9634374,53.5338954
L8106688,-112.7301935,51.4670738
L389172,-114.4850922,54.1525832
L7266312,-113.8066944,52.2542228
L7745928,-115.508099,51.229242
L7801577,-113.4358574,50.1841416
L2575497,-114.2294347,50.4179935
L7655242,-113.99680240000001,50.7256514
L7335738,-113.830526,53.11054
L3104690,-110.0843039,52.5802409
L7433253,-115.3505449,56.0987903
L7600757,-113.4015688,49.7340129
L7596921,-113.2767034,53.472007
L7544299,-113.9604436,50.7145039
L9567184,-110.3116945,49.6484025
L6768406,-113.3861576,53.4636763
L9770253,-113.751521,51.0353981
L7680402,-115.1226308,50.6173652
L7582351,-113.2706791,53.6576494
L6474109,-113.7679204,50.1182082
L7871356,-114.4928096,51.1891529
L8066674,-112.4814177,59.8974185
L7808045,-114.2080517,53.8859629
L6741759,-113.4076649,53.4704935
L4466009,-114.0262071,51.9318437
L4487114,-112.6015377,49.832225
L7886227,-113.2655014,53.5627397
L7832910,-116.9381526,54.3620661
L7616201,-112.6378119,53.6973262
L7565761,-112.8193736,49.6714281
L7300863,-111.3706183,52.6947428
L7898061,-112.760445,51.5913326
L7938502,-110.841216,52.8372419
L7691182,-114.3803358,53.7038202
L7357266,-114.7912931,53.019895
L7448277,-112.0524895,53.8023617
L7614690,-116.034715,51.326931
L7871337,-114.4831543,51.1820362
L7637014,-114.3229387,49.4448057
L7680448,-115.1679729,50.8326148
L7545846,-113.9675422,50.7203741
L7707652,-110.2975416,49.6486255
L6181905,-114.79303,53.585026
L7138743,-110.6339389,49.2683996
L7432291,-112.3772299,50.9420532
L10029281,-114.1625964,49.5852775
L7924774,-114.3934602,49.6004547
L7801178,-113.425637,50.1367345
L8141866,-113.5688215,53.5293527
L467805,-118.9143848,55.1977813
L7519881,-113.6245346,53.8092393
L6797716,-115.3067956,50.7878526
L7566897,-114.4419633,50.1012317
L7979776,-116.7723246,53.4513652
L7808060,-114.7486135,54.1288141
L7691525,-112.1466228,55.8034656
L7287553,-114.9969864,53.6045765
L9238604,-114.1929883,49.4588726
L2565581,-113.099021,50.0465905
L1473841,-116.151577,51.4068556
L4686415,-112.1877265,49.6025058
L7941602,-114.0590132,51.0458795
L7817575,-117.1305735,52.1925191
L7201265,-115.3867251,50.8594647
L9660638,-112.5340374,51.3807655
L4798171,-112.070632,52.8506294
L2577450,-112.2315645,51.9082992
L4686426,-112.4673307,49.7383349
L8199569,-115.8435683,51.2441249
L9499488,-117.7707742,53.1301945
L7758931,-117.646142,52.532342
L8441853,-113.5256013,53.5269667
L8952004,-112.6531693,53.3655758
L9489586,-111.6910765,49.9277702
L10025986,-117.7941247,53.2693407
L9524417,-115.3531745,50.8679095
L9707494,-114.6090412,52.3723143
L9689574,-113.7733518,52.3159663
L9716448,-113.0497903,53.8320187
L8921156,-112.6940558,49.383675
L9844646,-115.695627,51.1683285
L9567029,-110.3278856,49.6427675
L9086279,-115.0168334,52.288567
L7432409,-111.8703461,50.5662572
L5916882,-112.9024472,49.1156695
L9499470,-117.8387884,53.1787154
L9716462,-111.8859942,54.0057212
L9707529,-114.4511205,52.4349593
L9528169,-112.8347571,53.01913
L9557819,-116.3555095,52.3877563
L9710743,-112.8925242,49.6876881
L8931864,-114.0653325,51.0263359
L8081053,-112.8685683,53.6846266
L9033533,-112.8765023,49.6537118
L9083145,-117.3571926,54.9551755
L8855302,-113.2862085,53.5646805
L9554558,-116.1479476,52.4546202
L8937119,-110.4378331,54.2513102
L9789472,-116.6280098,52.0089252
L9709580,-114.1695264,51.0870569
L9394469,-114.7928151,51.5986895
L9592592,-118.7703609,55.2714158
L9776007,-114.928343,52.3975657
L9086253,-115.3012785,52.2486316
L4466018,-113.6070161,51.7914837
L9269302,-111.0503231,58.7902891
L2465370,-112.7901131,51.3315904
L2577474,-112.1292114,51.784356
L8669890,-119.2889339,58.2805041
L9427694,-111.5374992,53.934101
L7998075,-110.6945362,49.4004564
L10027374,-112.3570491,54.1877023
L9372978,-111.9546,54.776204
L9154632,-110.6263624,50.017783
L9524178,-113.8087818,52.261403
L9861051,-114.854492,52.0125151
L4466591,-112.0893183,50.368328
L9754579,-114.336907,49.4012406
L9123998,-113.5582609,53.6302494
L542256,-117.6725006,55.0282189
L9086374,-115.5625672,52.5024751
L2528065,-114.2538643,52.0326405
L9665411,-117.160354,54.745212
L4127324,-115.0960135,51.0441596
L8476827,-113.5951224,53.7737336
L5068097,-113.4132151,50.2395102
L9453181,-119.7840664,54.3522992
L8632714,-115.6021793,57.7367495
L4466604,-112.0878712,50.7563851
